# source recording: run-6e2d4b99-896b-4372-ae47-ac0b4679cf18
# converter: pwvi_to_euroc.py sha256 3c96ab11cee1401f9fd9ab2159f2c97ca0959d6533243176402ae10f10643938
# converter command: pwvi_to_euroc.py <recording> <out> --downscale 3 --intrinsics-csv <csv> --limit 120
# python: 3.11.15
# t_ns,raw_fx,raw_fy,raw_cx,raw_cy,factor,conv_fx,conv_fy,conv_cx,conv_cy
5073244279750,1347.7943115234375,1347.7943115234375,957.4692993164062,718.9641723632812,3,449.2647705078125,449.2647705078125,318.82309977213544,239.3213907877604
5073260948041,1286.1873779296875,1286.1873779296875,957.7037963867188,719.0327758789062,3,428.7291259765625,428.7291259765625,318.90126546223956,239.3442586263021
5073277616333,1280.877685546875,1280.877685546875,957.7169189453125,719.0333251953125,3,426.959228515625,426.959228515625,318.9056396484375,239.34444173177084
5073294284583,1280.6156005859375,1280.6156005859375,957.714111328125,719.0453491210938,3,426.8718668619792,426.8718668619792,318.9047037760417,239.34844970703125
5073310952833,1280.4935302734375,1280.4935302734375,957.7252197265625,719.0432739257812,3,426.8311767578125,426.8311767578125,318.9084065755208,239.3477579752604
5073327620958,1280.4368896484375,1280.4368896484375,957.7213745117188,719.0471801757812,3,426.8122965494792,426.8122965494792,318.90712483723956,239.34906005859375
5073344289208,1280.371337890625,1280.371337890625,957.7206420898438,719.0623779296875,3,426.7904459635417,426.7904459635417,318.90688069661456,239.3541259765625
5073360957500,1280.5440673828125,1280.5440673828125,957.7720336914062,719.0442504882812,3,426.8480224609375,426.8480224609375,318.92401123046875,239.34808349609375
5073377625750,1292.8040771484375,1292.8040771484375,957.93017578125,719.0536499023438,3,430.9346923828125,430.9346923828125,318.9767252604167,239.3512166341146
5073394293958,1305.3768310546875,1305.3768310546875,958.0103149414062,719.05859375,3,435.1256103515625,435.1256103515625,319.00343831380206,239.35286458333334
5073410962083,1305.2845458984375,1305.2845458984375,958.1063232421875,719.1211547851562,3,435.0948486328125,435.0948486328125,319.0354410807292,239.37371826171875
5073427630375,1305.3114013671875,1305.3114013671875,958.1958618164062,719.12939453125,3,435.1038004557292,435.1038004557292,319.06528727213544,239.37646484375
5073444298625,1305.391845703125,1305.391845703125,958.3204345703125,719.1448974609375,3,435.130615234375,435.130615234375,319.1068115234375,239.38163248697916
5073460966916,1305.400634765625,1305.400634765625,958.4893188476562,719.1514282226562,3,435.133544921875,435.133544921875,319.16310628255206,239.3838094075521
5073477635166,1305.3470458984375,1305.3470458984375,958.6151123046875,719.2256469726562,3,435.1156819661458,435.1156819661458,319.2050374348958,239.4085489908854
5073494303458,1305.3023681640625,1305.3023681640625,958.7803955078125,719.2350463867188,3,435.1007893880208,435.1007893880208,319.2601318359375,239.41168212890625
5073510971583,1305.2965087890625,1305.2965087890625,958.943359375,719.247314453125,3,435.0988362630208,435.0988362630208,319.314453125,239.415771484375
5073527639833,1305.314208984375,1305.314208984375,959.1317749023438,719.3025512695312,3,435.104736328125,435.104736328125,319.37725830078125,239.4341837565104
5073544308125,1305.332275390625,1305.332275390625,959.3492431640625,719.3004760742188,3,435.1107584635417,435.1107584635417,319.4497477213542,239.4334920247396
5073560976333,1305.326171875,1305.326171875,959.522216796875,719.3471069335938,3,435.1087239583333,435.1087239583333,319.5074055989583,239.44903564453125
5073577644625,1305.3590087890625,1305.3590087890625,959.718505859375,719.39306640625,3,435.1196695963542,435.1196695963542,319.5728352864583,239.46435546875
5073594312875,1349.119384765625,1349.119384765625,959.9660034179688,719.4459838867188,3,449.7064615885417,449.7064615885417,319.65533447265625,239.48199462890625
5073610981000,1364.3958740234375,1364.3958740234375,960.1591796875,719.45263671875,3,454.7986246744792,454.7986246744792,319.7197265625,239.48421223958334
5073627649291,1364.086181640625,1364.086181640625,960.3872680664062,719.5004272460938,3,454.6953938802083,454.6953938802083,319.79575602213544,239.5001424153646
5073644317541,1363.928466796875,1363.928466796875,960.6123046875,719.5276489257812,3,454.642822265625,454.642822265625,319.8707682291667,239.50921630859375
5073660985791,1363.9046630859375,1363.9046630859375,960.8184204101562,719.601318359375,3,454.6348876953125,454.6348876953125,319.93947347005206,239.53377278645834
5073677654083,1363.8779296875,1363.8779296875,961.0457153320312,719.637451171875,3,454.6259765625,454.6259765625,320.01523844401044,239.54581705729166
5073694322208,1363.85107421875,1363.85107421875,961.260986328125,719.6476440429688,3,454.6170247395833,454.6170247395833,320.0869954427083,239.5492146809896
5073710990416,1363.85107421875,1363.85107421875,961.4874877929688,719.6865234375,3,454.6170247395833,454.6170247395833,320.16249593098956,239.56217447916666
5073727658708,1363.9522705078125,1363.9522705078125,961.7102661132812,719.7249755859375,3,454.6507568359375,454.6507568359375,320.23675537109375,239.57499186197916
5073744327000,1363.9820556640625,1363.9820556640625,961.8951416015625,719.775634765625,3,454.6606852213542,454.6606852213542,320.2983805338542,239.59187825520834
5073760995166,1363.9105224609375,1363.9105224609375,962.0917358398438,719.7845458984375,3,454.6368408203125,454.6368408203125,320.36391194661456,239.5948486328125
5073777663541,1363.865966796875,1363.865966796875,962.3237915039062,719.8302612304688,3,454.6219889322917,454.6219889322917,320.44126383463544,239.6100870768229
5073794331666,1363.85693359375,1363.85693359375,962.5157470703125,719.8935546875,3,454.6189778645833,454.6189778645833,320.5052490234375,239.63118489583334
5073810999916,1363.8599853515625,1363.8599853515625,962.6747436523438,719.898193359375,3,454.6199951171875,454.6199951171875,320.55824788411456,239.63273111979166
5073827668208,1363.9254150390625,1363.9254150390625,962.8456420898438,719.9468383789062,3,454.6418050130208,454.6418050130208,320.61521402994794,239.6489461263021
5073844336500,1363.9522705078125,1363.9522705078125,963.002197265625,719.9667358398438,3,454.6507568359375,454.6507568359375,320.6673990885417,239.65557861328125
5073861004708,1363.9522705078125,1363.9522705078125,963.1561889648438,720.020751953125,3,454.6507568359375,454.6507568359375,320.71872965494794,239.673583984375
5073877673000,1363.928466796875,1363.928466796875,963.3247680664062,720.0245971679688,3,454.642822265625,454.642822265625,320.77492268880206,239.67486572265625
5073894341125,1363.4102783203125,1363.4102783203125,963.4775390625,720.0478515625,3,454.4700927734375,454.4700927734375,320.8258463541667,239.6826171875
5073911009416,1363.279296875,1363.279296875,963.6201171875,720.076171875,3,454.4264322916667,454.4264322916667,320.8733723958333,239.69205729166666
5073927677708,1363.279296875,1363.279296875,963.72509765625,720.107421875,3,454.4264322916667,454.4264322916667,320.9083658854167,239.70247395833334
